"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-GameTitleComparatorEqual-record1Value","0-GameTitleComparatorEqual-record2Value","0-GameTitleComparatorEqual-record1PreprocessedValue","0-GameTitleComparatorEqual-record2PreprocessedValue","0-GameTitleComparatorEqual-similarity","0-GameTitleComparatorEqual-postproccesedSimilarity","1-GameTitleComparatorJaccard-record1Value","1-GameTitleComparatorJaccard-record2Value","1-GameTitleComparatorJaccard-record1PreprocessedValue","1-GameTitleComparatorJaccard-record2PreprocessedValue","1-GameTitleComparatorJaccard-similarity","1-GameTitleComparatorJaccard-postproccesedSimilarity","2-GameTitleComparatorLevenshtein-record1Value","2-GameTitleComparatorLevenshtein-record2Value","2-GameTitleComparatorLevenshtein-record1PreprocessedValue","2-GameTitleComparatorLevenshtein-record2PreprocessedValue","2-GameTitleComparatorLevenshtein-similarity","2-GameTitleComparatorLevenshtein-postproccesedSimilarity","3-GamePlatformComparatorEqual-record1Value","3-GamePlatformComparatorEqual-record2Value","3-GamePlatformComparatorEqual-record1PreprocessedValue","3-GamePlatformComparatorEqual-record2PreprocessedValue","3-GamePlatformComparatorEqual-similarity","3-GamePlatformComparatorEqual-postproccesedSimilarity","4-GamePlatformComparatorJaccard-record1Value","4-GamePlatformComparatorJaccard-record2Value","4-GamePlatformComparatorJaccard-record1PreprocessedValue","4-GamePlatformComparatorJaccard-record2PreprocessedValue","4-GamePlatformComparatorJaccard-similarity","4-GamePlatformComparatorJaccard-postproccesedSimilarity","5-GamePlatformComparatorLevenshtein-record1Value","5-GamePlatformComparatorLevenshtein-record2Value","5-GamePlatformComparatorLevenshtein-record1PreprocessedValue","5-GamePlatformComparatorLevenshtein-record2PreprocessedValue","5-GamePlatformComparatorLevenshtein-similarity","5-GamePlatformComparatorLevenshtein-postproccesedSimilarity","6-GameReleaseDateComparator2Years-record1Value","6-GameReleaseDateComparator2Years-record2Value","6-GameReleaseDateComparator2Years-record1PreprocessedValue","6-GameReleaseDateComparator2Years-record2PreprocessedValue","6-GameReleaseDateComparator2Years-similarity","6-GameReleaseDateComparator2Years-postproccesedSimilarity","7-PublisherNameComparatorEqual-record1Value","7-PublisherNameComparatorEqual-record2Value","7-PublisherNameComparatorEqual-record1PreprocessedValue","7-PublisherNameComparatorEqual-record2PreprocessedValue","7-PublisherNameComparatorEqual-similarity","7-PublisherNameComparatorEqual-postproccesedSimilarity","8-PublisherNameComparatorJaccard-record1Value","8-PublisherNameComparatorJaccard-record2Value","8-PublisherNameComparatorJaccard-record1PreprocessedValue","8-PublisherNameComparatorJaccard-record2PreprocessedValue","8-PublisherNameComparatorJaccard-similarity","8-PublisherNameComparatorJaccard-postproccesedSimilarity","9-PublisherNameComparatorLevenshtein-record1Value","9-PublisherNameComparatorLevenshtein-record2Value","9-PublisherNameComparatorLevenshtein-record1PreprocessedValue","9-PublisherNameComparatorLevenshtein-record2PreprocessedValue","9-PublisherNameComparatorLevenshtein-similarity","9-PublisherNameComparatorLevenshtein-postproccesedSimilarity"
"WekaMatchingRule","jpntop_140","vga_games_json5410",,,"Super Smash Bros. for Wii U","Tomb Raider: Legend","Super Smash Bros. for Wii U","Tomb Raider: Legend","0.0","0.0","Super Smash Bros. for Wii U","Tomb Raider: Legend","Super Smash Bros. for Wii U","Tomb Raider: Legend","0.0","0.0","Super Smash Bros. for Wii U","Tomb Raider: Legend","Super Smash Bros. for Wii U","Tomb Raider: Legend","0.14814814814814814","0.14814814814814814","WIU","X360","WIU","X360","0.0","0.0","WIU","X360","WIU","X360","0.0","0.0","WIU","X360","WIU","X360","0.0","0.0","2014-06-12T00:00","2006-04-11T00:00","2014-06-12T00:00","2006-04-11T00:00","0.0","0.0","Nintendo","Eidos Interactive","Nintendo","Eidos Interactive","0.0","0.0","Nintendo","Eidos Interactive","Nintendo","Eidos Interactive","0.0","0.0","Nintendo","Eidos Interactive","Nintendo","Eidos Interactive","0.23529411764705888","0.23529411764705888"
"WekaMatchingRule","jpntop_154","vga_games_json403",,,"Crisis Core: Final Fantasy VII","Gran Turismo 6","Crisis Core: Final Fantasy VII","Gran Turismo 6","0.0","0.0","Crisis Core: Final Fantasy VII","Gran Turismo 6","Crisis Core: Final Fantasy VII","Gran Turismo 6","0.0","0.0","Crisis Core: Final Fantasy VII","Gran Turismo 6","Crisis Core: Final Fantasy VII","Gran Turismo 6","0.16666666666666663","0.16666666666666663","PSP","PS3","PSP","PS3","0.0","0.0","PSP","PS3","PSP","PS3","0.0","0.0","PSP","PS3","PSP","PS3","0.6666666666666667","0.6666666666666667","2007-09-13T00:00","2013-12-06T00:00","2007-09-13T00:00","2013-12-06T00:00","0.0","0.0","Square Enix","Sony Computer Entertainment America","Square Enix","Sony Computer Entertainment America","0.0","0.0","Square Enix","Sony Computer Entertainment America","Square Enix","Sony Computer Entertainment America","0.0","0.0","Square Enix","Sony Computer Entertainment America","Square Enix","Sony Computer Entertainment America","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","jpntop_214","vga_games_json2472",,,"Kirby: Planet Robobot","Pure","Kirby: Planet Robobot","Pure","0.0","0.0","Kirby: Planet Robobot","Pure","Kirby: Planet Robobot","Pure","0.0","0.0","Kirby: Planet Robobot","Pure","Kirby: Planet Robobot","Pure","0.09523809523809523","0.09523809523809523","3DS","PS3","3DS","PS3","0.0","0.0","3DS","PS3","3DS","PS3","0.3333333333333333","0.3333333333333333","3DS","PS3","3DS","PS3","0.0","0.0","2016-04-28T00:00","2008-09-16T00:00","2016-04-28T00:00","2008-09-16T00:00","0.0","0.0","Nintendo","Disney Interactive Studios","Nintendo","Disney Interactive Studios","0.0","0.0","Nintendo","Disney Interactive Studios","Nintendo","Disney Interactive Studios","0.0","0.0","Nintendo","Disney Interactive Studios","Nintendo","Disney Interactive Studios","0.2692307692307693","0.2692307692307693"
"WekaMatchingRule","jpntop_141","vga_games_json6382",,,"Onimusha 2: Samurai's Destiny","Dragon Ball Heroes: Ultimate Mission","Onimusha 2: Samurai's Destiny","Dragon Ball Heroes: Ultimate Mission","0.0","0.0","Onimusha 2: Samurai's Destiny","Dragon Ball Heroes: Ultimate Mission","Onimusha 2: Samurai's Destiny","Dragon Ball Heroes: Ultimate Mission","0.0","0.0","Onimusha 2: Samurai's Destiny","Dragon Ball Heroes: Ultimate Mission","Onimusha 2: Samurai's Destiny","Dragon Ball Heroes: Ultimate Mission","0.2222222222222222","0.2222222222222222","PS2","3DS","PS2","3DS","0.0","0.0","PS2","3DS","PS2","3DS","0.0","0.0","PS2","3DS","PS2","3DS","0.0","0.0","2002-07-03T00:00","2013-02-28T00:00","2002-07-03T00:00","2013-02-28T00:00","0.0","0.0","Capcom","Namco Bandai Games","Capcom","Namco Bandai Games","0.0","0.0","Capcom","Namco Bandai Games","Capcom","Namco Bandai Games","0.0","0.0","Capcom","Namco Bandai Games","Capcom","Namco Bandai Games","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","jpntop_11","vga_games_json6550",,,"Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","0.0","0.0","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","0.0","0.0","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","0.17391304347826086","0.17391304347826086","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","2009-11-07T00:00","2008-02-28T00:00","2009-11-07T00:00","2008-02-28T00:00","0.5","0.5","Square Enix","Namco Bandai","Square Enix","Namco Bandai","0.0","0.0","Square Enix","Namco Bandai","Square Enix","Namco Bandai","0.0","0.0","Square Enix","Namco Bandai","Square Enix","Namco Bandai","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","jpntop_166","vga_games_json5198",,,"Pokemon Mystery Dungeon: Blue Rescue Team","Batman: Arkham VR","Pokemon Mystery Dungeon: Blue Rescue Team","Batman: Arkham VR","0.0","0.0","Pokemon Mystery Dungeon: Blue Rescue Team","Batman: Arkham VR","Pokemon Mystery Dungeon: Blue Rescue Team","Batman: Arkham VR","0.0","0.0","Pokemon Mystery Dungeon: Blue Rescue Team","Batman: Arkham VR","Pokemon Mystery Dungeon: Blue Rescue Team","Batman: Arkham VR","0.14634146341463417","0.14634146341463417","NDS","PS4","NDS","PS4","0.0","0.0","NDS","PS4","NDS","PS4","0.0","0.0","NDS","PS4","NDS","PS4","0.0","0.0","2005-11-17T00:00","2016-10-11T00:00","2005-11-17T00:00","2016-10-11T00:00","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.1578947368421053","0.1578947368421053"
"WekaMatchingRule","jpntop_232","vga_games_json4980",,,"Kirby: Planet Robobot","Harry Potter: Quidditch World Cup","Kirby: Planet Robobot","Harry Potter: Quidditch World Cup","0.0","0.0","Tales of the Abyss","WWE All Stars","Tales of the Abyss","WWE All Stars","0.0","0.0","Tales of the Abyss","WWE All Stars","Tales of the Abyss","WWE All Stars","0.2222222222222222","0.2222222222222222","PS2","PS3","PS2","PS3","0.0","0.0","3DS","PS2","3DS","PS2","0.0","0.0","3DS","PS2","3DS","PS2","0.0","0.0","2016-04-28T00:00","2003-10-28T00:00","2016-04-28T00:00","2003-10-28T00:00","0.0","0.0","Nintendo","Electronic Arts","Nintendo","Electronic Arts","0.0","0.0","Nintendo","Electronic Arts","Nintendo","Electronic Arts","0.0","0.0","Nintendo","Electronic Arts","Nintendo","Electronic Arts","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","jpntop_222","vga_games_json3029",,,"Mobile Suit Gundam: Encounters in Space","Mx vs. ATV Reflex","Mobile Suit Gundam: Encounters in Space","Mx vs. ATV Reflex","0.0","0.0","Mobile Suit Gundam: Encounters in Space","Mx vs. ATV Reflex","Mobile Suit Gundam: Encounters in Space","Mx vs. ATV Reflex","0.0","0.0","Mobile Suit Gundam: Encounters in Space","Mx vs. ATV Reflex","Mobile Suit Gundam: Encounters in Space","Mx vs. ATV Reflex","0.15384615384615385","0.15384615384615385","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","2003-04-09T00:00","2009-12-01T00:00","2003-04-09T00:00","2009-12-01T00:00","0.0","0.0","Bandai","THQ","Bandai","THQ","0.0","0.0","Bandai","THQ","Bandai","THQ","0.0","0.0","Bandai","THQ","Bandai","THQ","0.0","0.0"
"WekaMatchingRule","jpntop_215","vga_games_json4051",,,"Gran Turismo 5","Cars 2","Gran Turismo 5","Cars 2","0.0","0.0","Gran Turismo 5","Cars 2","Gran Turismo 5","Cars 2","0.0","0.0","Gran Turismo 5","Cars 2","Gran Turismo 5","Cars 2","0.2857142857142857","0.2857142857142857","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","2010-11-25T00:00","2011-06-21T00:00","2010-11-25T00:00","2011-06-21T00:00","0.5","0.5","Sony Computer Entertainment","Disney Interactive Studios","Sony Computer Entertainment","Disney Interactive Studios","0.0","0.0","Sony Computer Entertainment","Disney Interactive Studios","Sony Computer Entertainment","Disney Interactive Studios","0.0","0.0","Sony Computer Entertainment","Disney Interactive Studios","Sony Computer Entertainment","Disney Interactive Studios","0.14814814814814814","0.14814814814814814"
"WekaMatchingRule","jpntop_191","vga_games_json6215",,,"Just Dance Wii","Dynasty Warriors 6","Just Dance Wii","Dynasty Warriors 6","0.0","0.0","Just Dance Wii","Dynasty Warriors 6","Just Dance Wii","Dynasty Warriors 6","0.0","0.0","Just Dance Wii","Dynasty Warriors 6","Just Dance Wii","Dynasty Warriors 6","0.2222222222222222","0.2222222222222222","WII","X360","WII","X360","0.0","0.0","WII","X360","WII","X360","0.0","0.0","WII","X360","WII","X360","0.25","0.25","2012-05-07T00:00","2006-09-25T00:00","2012-05-07T00:00","2006-09-25T00:00","0.0","0.0","Bandai Namco Games","2K Sports","Bandai Namco Games","2K Sports","0.0","0.0","Bandai Namco Games","2K Sports","Bandai Namco Games","2K Sports","0.0","0.0","Nintendo","KOEI","Nintendo","KOEI","0.125","0.125"
"WekaMatchingRule","jpntop_1000","vga_games_json8902",,,"Pro Baseball Spirits 2011","PoPoLoCrois: Hajimari no Bouken","Pro Baseball Spirits 2011","PoPoLoCrois: Hajimari no Bouken","0.0","0.0","Pro Baseball Spirits 2011","PoPoLoCrois: Hajimari no Bouken","Pro Baseball Spirits 2011","PoPoLoCrois: Hajimari no Bouken","0.0","0.0","Pro Baseball Spirits 2011","PoPoLoCrois: Hajimari no Bouken","Pro Baseball Spirits 2011","PoPoLoCrois: Hajimari no Bouken","0.19354838709677424","0.19354838709677424","PS3","PS2","PS3","PS2","0.0","0.0","PS3","PS2","PS3","PS2","0.3333333333333333","0.3333333333333333","PS3","PS2","PS3","PS2","0.6666666666666667","0.6666666666666667","2011-04-14T00:00","2002-06-20T00:00","2011-04-14T00:00","2002-06-20T00:00","0.0","0.0","Konami","Sony Computer Entertainment","Konami","Sony Computer Entertainment","0.0","0.0","Konami","Sony Computer Entertainment","Konami","Sony Computer Entertainment","0.0","0.0","Konami","Sony Computer Entertainment","Konami","Sony Computer Entertainment","0.14814814814814814","0.14814814814814814"
"WekaMatchingRule","jpntop_18","vga_games_json9426",,,"Tomodachi Collection","Power Pro Kun Pocket 1+2","Tomodachi Collection","Power Pro Kun Pocket 1+2","0.0","0.0","Tomodachi Collection","Power Pro Kun Pocket 1+2","Tomodachi Collection","Power Pro Kun Pocket 1+2","0.0","0.0","Tomodachi Collection","Power Pro Kun Pocket 1+2","Tomodachi Collection","Power Pro Kun Pocket 1+2","0.16666666666666663","0.16666666666666663","NDS","GBA","NDS","GBA","0.0","0.0","NDS","GBA","NDS","GBA","0.0","0.0","NDS","GBA","NDS","GBA","0.0","0.0","2009-06-18T00:00","2004-07-29T00:00","2009-06-18T00:00","2004-07-29T00:00","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.125","0.125"
"WekaMatchingRule","jpntop_200","vga_games_json3443",,,"Dragon Quest Monsters: Joker 3","Wolfenstein II: The New Colossus","Dragon Quest Monsters: Joker 3","Wolfenstein II: The New Colossus","0.0","0.0","Dragon Quest Monsters: Joker 3","Wolfenstein II: The New Colossus","Dragon Quest Monsters: Joker 3","Wolfenstein II: The New Colossus","0.0","0.0","Mario Party 5","Rise of the Tomb Raider","Mario Party 5","Rise of the Tomb Raider","0.17391304347826086","0.17391304347826086","3DS","XOne","3DS","XOne","0.0","0.0","3DS","XOne","3DS","XOne","0.0","0.0","3DS","XOne","3DS","XOne","0.0","0.0","2016-03-24T00:00","2017-10-27T00:00","2016-03-24T00:00","2017-10-27T00:00","0.5","0.5","Square Enix","Bethesda Softworks","Square Enix","Bethesda Softworks","0.0","0.0","Square Enix","Bethesda Softworks","Square Enix","Bethesda Softworks","0.0","0.0","Square Enix","Bethesda Softworks","Square Enix","Bethesda Softworks","0.05555555555555558","0.05555555555555558"
"WekaMatchingRule","jpntop_157","vga_games_json2128",,,"Kirby & the Amazing Mirror","NBA 2K8","Kirby & the Amazing Mirror","NBA 2K8","0.0","0.0","Kirby & the Amazing Mirror","NBA 2K8","Kirby & the Amazing Mirror","NBA 2K8","0.0","0.0","Kirby & the Amazing Mirror","NBA 2K8","Kirby & the Amazing Mirror","NBA 2K8","0.11538461538461542","0.11538461538461542","GBA","X360","GBA","X360","0.0","0.0","PS3","Wii","PS3","Wii","0.0","0.0","PS3","Wii","PS3","Wii","0.0","0.0","2013-10-10T00:00","2010-06-15T00:00","2013-10-10T00:00","2010-06-15T00:00","0.0","0.0","Take-Two Interactive Japan","Ubisoft","Take-Two Interactive Japan","Ubisoft","0.0","0.0","Take-Two Interactive Japan","Ubisoft","Take-Two Interactive Japan","Ubisoft","0.0","0.0","Take-Two Interactive Japan","Ubisoft","Take-Two Interactive Japan","Ubisoft","0.07692307692307687","0.07692307692307687"
"WekaMatchingRule","jpntop_121","vga_games_json9061",,,"Professor Layton and the Diabolical Box","Custom Robo Arena","Professor Layton and the Diabolical Box","Custom Robo Arena","0.0","0.0","Professor Layton and the Diabolical Box","Custom Robo Arena","Professor Layton and the Diabolical Box","Custom Robo Arena","0.0","0.0","Professor Layton and the Diabolical Box","Custom Robo Arena","Professor Layton and the Diabolical Box","Custom Robo Arena","0.20512820512820518","0.20512820512820518","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.6666666666666667","0.6666666666666667","2007-11-29T00:00","2007-03-19T00:00","2007-11-29T00:00","2007-03-19T00:00","1.0","1.0","Level 5","Nintendo","Level 5","Nintendo","0.0","0.0","Level 5","Nintendo","Level 5","Nintendo","0.0","0.0","Level 5","Nintendo","Level 5","Nintendo","0.125","0.125"
"WekaMatchingRule","jpntop_106","vga_games_json4866",,,"Super Mario Galaxy 2","Just Dance: Summer Party","World Soccer Winning Eleven 7","No Man's Sky","0.0","0.0","World Soccer Winning Eleven 7","No Man's Sky","World Soccer Winning Eleven 7","No Man's Sky","0.0","0.0","Oshare Majo Love and Berry: DS Collection","Army of Two: The 40th Day","Oshare Majo Love and Berry: DS Collection","Army of Two: The 40th Day","0.19512195121951215","0.19512195121951215","PS2","PS4","PS2","PS4","0.0","0.0","NDS","PS3","NDS","PS3","0.0","0.0","NDS","PS3","NDS","PS3","0.0","0.0","2006-11-22T00:00","2010-01-12T00:00","2006-11-22T00:00","2010-01-12T00:00","0.0","0.0","Sega","Electronic Arts","Sega","Electronic Arts","0.0","0.0","Sega","Electronic Arts","Sega","Electronic Arts","0.0","0.0","Sega","Electronic Arts","Sega","Electronic Arts","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","jpntop_183","vga_games_json1090",,,"Monster Hunter Freedom","Yoshi","Monster Hunter Freedom","Yoshi","0.0","0.0","Monster Hunter Freedom","Yoshi","Monster Hunter Freedom","Yoshi","0.0","0.0","Monster Hunter Freedom","Yoshi","Monster Hunter Freedom","Yoshi","0.13636363636363635","0.13636363636363635","PSP","NES","PSP","NES","0.0","0.0","PSP","NES","PSP","NES","0.0","0.0","PSP","NES","PSP","NES","0.0","0.0","2005-01-12T00:00","1992-06-01T00:00","2005-01-12T00:00","1992-06-01T00:00","0.0","0.0","Capcom","Nintendo","Capcom","Nintendo","0.0","0.0","Capcom","Nintendo","Capcom","Nintendo","0.0","0.0","Capcom","Nintendo","Capcom","Nintendo","0.0","0.0"
"WekaMatchingRule","jpntop_143","vga_games_json2253",,,"Resident Evil 6","Disney Epic Mickey 2: The Power of Two","Resident Evil 6","Disney Epic Mickey 2: The Power of Two","0.0","0.0","Resident Evil 6","Disney Epic Mickey 2: The Power of Two","Resident Evil 6","Disney Epic Mickey 2: The Power of Two","0.0","0.0","Resident Evil 6","Disney Epic Mickey 2: The Power of Two","Resident Evil 6","Disney Epic Mickey 2: The Power of Two","0.1842105263157895","0.1842105263157895","PS3","Wii","PS3","Wii","0.0","0.0","PS3","Wii","PS3","Wii","0.0","0.0","PS3","Wii","PS3","Wii","0.0","0.0","2012-04-10T00:00","2012-11-18T00:00","2012-04-10T00:00","2012-11-18T00:00","1.0","1.0","Capcom","Disney Interactive Studios","Capcom","Disney Interactive Studios","0.0","0.0","Capcom","Disney Interactive Studios","Capcom","Disney Interactive Studios","0.0","0.0","Capcom","Sega","Pokemon Co.","Sega","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","jpntop_121","vga_games_json2896",,,"Professor Layton and the Diabolical Box","Super Monkey Ball: Touch & Roll","Professor Layton and the Diabolical Box","Super Monkey Ball: Touch & Roll","0.0","0.0","Professor Layton and the Diabolical Box","Super Monkey Ball: Touch & Roll","Professor Layton and the Diabolical Box","Super Monkey Ball: Touch & Roll","0.0","0.0","Professor Layton and the Diabolical Box","Super Monkey Ball: Touch & Roll","Professor Layton and the Diabolical Box","Super Monkey Ball: Touch & Roll","0.20512820512820518","0.20512820512820518","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.6666666666666667","0.6666666666666667","2007-11-29T00:00","2006-02-21T00:00","2007-11-29T00:00","2006-02-21T00:00","0.5","0.5","Level 5","Sega","Level 5","Sega","0.0","0.0","Level 5","Sega","Level 5","Sega","0.0","0.0","Level 5","Sega","Level 5","Sega","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","jpntop_166","vga_games_json5180",,,"Pokemon Mystery Dungeon: Blue Rescue Team","Are You Smarter than a 5th Grader? Make the Grade","Pokemon Mystery Dungeon: Blue Rescue Team","Are You Smarter than a 5th Grader? Make the Grade","0.0","0.0","Pokemon Mystery Dungeon: Blue Rescue Team","Are You Smarter than a 5th Grader? Make the Grade","Pokemon Mystery Dungeon: Blue Rescue Team","Are You Smarter than a 5th Grader? Make the Grade","0.0","0.0","Pokemon Mystery Dungeon: Blue Rescue Team","Are You Smarter than a 5th Grader? Make the Grade","Pokemon Mystery Dungeon: Blue Rescue Team","Are You Smarter than a 5th Grader? Make the Grade","0.2857142857142857","0.2857142857142857","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.6666666666666667","0.6666666666666667","2005-11-17T00:00","2008-10-20T00:00","2005-11-17T00:00","2008-10-20T00:00","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.125","0.125"
"WekaMatchingRule","jpntop_175","vga_games_json1368",,,"Rhythm Heaven Fever","Buzz! The BIG Quiz","Rhythm Heaven Fever","Buzz! The BIG Quiz","0.0","0.0","Rhythm Heaven Fever","Buzz! The BIG Quiz","Rhythm Heaven Fever","Buzz! The BIG Quiz","0.0","0.0","Weak English Adult DS Training: More English Pickled","Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu","Weak English Adult DS Training: More English Pickled","Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu","0.22368421052631582","0.22368421052631582","WII","PS2","WII","PS2","0.0","0.0","WII","PS2","WII","PS2","0.0","0.0","WII","PS2","WII","PS2","0.0","0.0","2011-07-21T00:00","2006-03-17T00:00","2011-07-21T00:00","2006-03-17T00:00","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.18518518518518523","0.18518518518518523"
"WekaMatchingRule","jpntop_186","vga_games_json2288",,,"Taiko no Tatsujin DS: Dokodon in Touch!","Dark Cloud 2","Taiko no Tatsujin DS: Dokodon in Touch!","Dark Cloud 2","0.0","0.0","Taiko no Tatsujin DS: Dokodon in Touch!","Dark Cloud 2","Taiko no Tatsujin DS: Dokodon in Touch!","Dark Cloud 2","0.0","0.0","Taiko no Tatsujin DS: Dokodon in Touch!","Dark Cloud 2","Taiko no Tatsujin DS: Dokodon in Touch!","Dark Cloud 2","0.15384615384615385","0.15384615384615385","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","2007-07-26T00:00","2003-02-17T00:00","2007-07-26T00:00","2003-02-17T00:00","0.0","0.0","Bandai Namco Games","Sony Computer Entertainment","Bandai Namco Games","Sony Computer Entertainment","0.0","0.0","Bandai Namco Games","Sony Computer Entertainment","Bandai Namco Games","Sony Computer Entertainment","0.0","0.0","Bandai Namco Games","Sony Computer Entertainment","Bandai Namco Games","Sony Computer Entertainment","0.18518518518518523","0.18518518518518523"
"WekaMatchingRule","jpntop_129","vga_games_json643",,,"Style Savvy","FIFA Soccer 09","Style Savvy","FIFA Soccer 09","0.0","0.0","Style Savvy","FIFA Soccer 09","Style Savvy","FIFA Soccer 09","0.0","0.0","Style Savvy","FIFA Soccer 09","Style Savvy","FIFA Soccer 09","0.0714285714285714","0.0714285714285714","NDS","PS3","NDS","PS3","0.0","0.0","NDS","PS3","NDS","PS3","0.0","0.0","NDS","PS3","NDS","PS3","0.0","0.0","2008-10-23T00:00","2008-10-14T00:00","2008-10-23T00:00","2008-10-14T00:00","1.0","1.0","Nintendo","Electronic Arts","Nintendo","Electronic Arts","0.0","0.0","Nintendo","Electronic Arts","Nintendo","Electronic Arts","0.0","0.0","Nintendo","Electronic Arts","Nintendo","Electronic Arts","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","jpntop_188","vga_games_json1637",,,"Mario Party 5","Mario & Luigi: Partners in Time","Mario Party 5","Mario & Luigi: Partners in Time","0.0","0.0","Mario Party 5","Mario & Luigi: Partners in Time","Mario Party 5","Mario & Luigi: Partners in Time","0.14285714285714285","0.14285714285714285","Mario Party 5","Mario & Luigi: Partners in Time","Mario Party 5","Mario & Luigi: Partners in Time","0.3548387096774194","0.3548387096774194","GCN","DS","GCN","DS","0.0","0.0","GCN","DS","GCN","DS","0.0","0.0","GCN","DS","GCN","DS","0.0","0.0","2003-11-28T00:00","2005-11-28T00:00","2003-11-28T00:00","2005-11-28T00:00","0.0","0.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0"
