"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Publisher","0.0","Publisher-{Game_List_ID_1507|jpntop_475}","{Nintendo|Pokemon Co.}","Nintendo",,
"Genre","0.0","Genre-{jpntop_677|Game_List_ID_3912}","{ACT|Role-Playing}","ACT",,
"GameTitle","0.0","GameTitle-{jpntop_748|vga_games_json4551|Game_List_ID_4347|vga_games_json7275|Game_List_ID_6954|jpntop_345}","{God Eater 2|God Eater 2|God Eater 2|God Eater 2|God Eater 2|God Eater 2}","God Eater 2",,
"Genre","0.0","Genre-{jpntop_229|Game_List_ID_2404}","{RPG|Role-Playing}","RPG",,
"GameTitle","0.0","GameTitle-{vga_games_json125|jpntop_914}","{Uncharted 3: Drake's Deception|Uncharted 3: Drake's Deception}","Uncharted 3: Drake's Deception",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_2188|vga_games_json2327|jpntop_378}","{Electronic Arts|Electronic Arts|Koei}","Koei",,
"Genre","1.0","Genre-{jpntop_426}","{ADV}","ADV",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json8604|Game_List_ID_8218|jpntop_909}","{Namco|Namco Bandai Games|Bandai Namco Games}","Namco",,
"Sales","1.0","Sales-{jpntop_299}","{473181.0}","473181.0",,
"Sales","1.0","Sales-{vga_games_json6287|jpntop_567}","{290000.0|287700.0}","288850.0",,
"GameTitle","0.0","GameTitle-{vga_games_json133|jpntop_61|Game_List_ID_125}","{Big Brain Academy|Big Brain Academy|Big Brain Academy}","Big Brain Academy",,
"Publisher","1.0","Publisher-{vga_games_json320|jpntop_702}","{Ubisoft|Ubisoft}","Ubisoft",,
"Sales","1.0","Sales-{jpntop_648|vga_games_json3614}","{263893.0|270000.0}","266946.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_492|vga_games_json4260|Game_List_ID_4048}","{2005-01-12T00:00|2005-11-20T00:00|2005-01-01T00:00}","2005-01-12T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_6574|Game_List_ID_2100|vga_games_json2703|jpntop_158|Game_List_ID_2557}","{2015-01-01T00:00|2015-01-01T00:00|1920-12-31T00:00|2011-10-27T00:00|2011-01-01T00:00}","2015-01-01T00:00",,
"Sales","1.0","Sales-{jpntop_609}","{273715.0}","273715.0",,
"Sales","1.0","Sales-{jpntop_308|vga_games_json1910}","{461054.0|760000.0}","610527.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json122|jpntop_152|Game_List_ID_114}","{2003-11-17T00:00|2003-07-11T00:00|2003-01-01T00:00}","2003-07-11T00:00",,
"Sales","1.0","Sales-{vga_games_json7257|vga_games_json7064|vga_games_json9872|jpntop_713|jpntop_751}","{240000.0|250000.0|130000.0|242166.0|230257.0}","218484.6",,
"Sales","0.0","Sales-{vga_games_json7662|jpntop_856}","{220000.0|205412.0}","212706.0",,
"Genre","0.0","Genre-{jpntop_2|Game_List_ID_7}","{ACT|Platform}","ACT","false",
"Sales","0.0","Sales-{vga_games_json6004|jpntop_765}","{320000.0|225934.0}","272967.0",,
"Publisher","1.0","Publisher-{jpntop_463|Game_List_ID_2674|vga_games_json1835|Game_List_ID_1734|Game_List_ID_13970}","{Capcom|Capcom|Capcom|Capcom|Capcom}","Capcom",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3253|Game_List_ID_3496|jpntop_678}","{2013-10-01T00:00|2012-01-01T00:00|2012-07-19T00:00}","2012-07-19T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2827|jpntop_191|vga_games_json2984}","{2011-01-01T00:00|2011-10-13T00:00|2011-10-13T00:00}","2011-10-13T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json2494|vga_games_json839|jpntop_293|Game_List_ID_784}","{Final Fantasy Tactics Advance|Final Fantasy Tactics Advance|Final Fantasy Tactics Advance|Final Fantasy Tactics Advance}","Final Fantasy Tactics Advance",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1726|jpntop_150}","{2012-01-01T00:00|2012-01-03T00:00}","2012-01-03T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_7362|vga_games_json7709|jpntop_851}","{Dorabase DS: Dramatic Stadium|Dorabase DS: Dramatic Stadium|Dorabase DS: Dramatic Stadium}","Dorabase DS: Dramatic Stadium",,
"Sales","0.0","Sales-{vga_games_json2881|jpntop_655}","{270000.0|261216.0}","265608.0",,
"Sales","0.0","Sales-{vga_games_json508|jpntop_302|jpntop_840}","{500000.0|467698.0|208618.0}","392105.3333333333",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json253|jpntop_65|Game_List_ID_242}","{2015-05-29T00:00|2015-05-28T00:00|2015-01-01T00:00}","2015-05-28T00:00",,
"Sales","0.0","Sales-{jpntop_518|vga_games_json42}","{307709.0|300000.0}","303854.5",,
"Publisher","1.0","Publisher-{vga_games_json5806|jpntop_442|Game_List_ID_5525}","{Sega|Sega|Sega}","Sega",,
"Publisher","1.0","Publisher-{vga_games_json3672|Game_List_ID_3497|jpntop_849}","{Square Enix|Square Enix|Square Enix}","Square Enix",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_460|vga_games_json8108|Game_List_ID_7738}","{2006-07-12T00:00|2006-12-07T00:00|2006-01-01T00:00}","2006-07-12T00:00",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_2869|vga_games_json3027|jpntop_222}","{Namco Bandai Games|Bandai|Bandai}","Bandai",,
"Publisher","1.0","Publisher-{vga_games_json12095|vga_games_json7427|Game_List_ID_11571|Game_List_ID_11834|jpntop_721|vga_games_json12399|Game_List_ID_7082}","{Namco Bandai Games|Namco Bandai Games|Namco Bandai Games|Namco Bandai Games|Bandai Namco Games|Namco Bandai Games|Namco Bandai Games}","Namco Bandai Games",,
"Publisher","1.0","Publisher-{jpntop_287|Game_List_ID_851|vga_games_json854}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json81|jpntop_58}","{2017-04-28T00:00|2017-04-28T00:00}","2017-04-28T00:00",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_5717|vga_games_json6004|jpntop_765}","{Konami Digital Entertainment|Konami|Konami}","Konami",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_897|vga_games_json70}","{2016-10-05T00:00|2016-05-10T00:00}","2016-05-10T00:00",,
"Sales","0.0","Sales-{vga_games_json169|jpntop_56}","{1980000.0|1865508.0}","1922754.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2063|jpntop_112|vga_games_json2191}","{Oshare Majo Love and Berry: DS Collection|Oshare Majo Love and Berry: DS Collection|Oshare Majo Love and Berry: DS Collection}","Oshare Majo Love and Berry: DS Collection",,
"Publisher","1.0","Publisher-{jpntop_175|vga_games_json2476}","{Nintendo|Nintendo}","Nintendo",,
"Genre","0.0","Genre-{jpntop_927|Game_List_ID_7484}","{RPG|Role-Playing}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_4486|jpntop_458}","{2005-01-01T00:00|2005-12-22T00:00}","2005-12-22T00:00",,
"Genre","0.0","Genre-{jpntop_580|Game_List_ID_623}","{SPT|Sports}","SPT",,
"GameTitle","0.0","GameTitle-{jpntop_661|Game_List_ID_53|Game_List_ID_2386|vga_games_json63|Game_List_ID_59|vga_games_json2536}","{Grand Theft Auto IV|Grand Theft Auto IV|Grand Theft Auto IV|Grand Theft Auto IV|Grand Theft Auto IV|Grand Theft Auto IV}","Grand Theft Auto IV",,
"Sales","1.0","Sales-{jpntop_265|vga_games_json1515}","{520058.0|540000.0}","530029.0",,
"Genre","0.0","Genre-{jpntop_934|Game_List_ID_7310}","{ACT|Action}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_41|Game_List_ID_168|vga_games_json182}","{2008-03-27T00:00|2008-01-01T00:00|2009-06-23T00:00}","2008-03-27T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_5032|jpntop_406|vga_games_json5291}","{Phoenix Wright: Ace Attorney - Dual Destinies|Phoenix Wright: Ace Attorney - Dual Destinies|Phoenix Wright: Ace Attorney - Dual Destinies}","Phoenix Wright: Ace Attorney - Dual Destinies",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json211|jpntop_923|vga_games_json2435|Game_List_ID_2685|Game_List_ID_286|Game_List_ID_1426}","{2015-05-19T00:00|2015-05-21T00:00|2015-05-19T00:00|2015-01-01T00:00|2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Publisher","1.0","Publisher-{jpntop_891|Game_List_ID_4193}","{Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2419|jpntop_828|vga_games_json2548}","{2000-01-01T00:00|2000-10-02T00:00|2000-05-15T00:00}","2000-05-15T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_91|vga_games_json959|Game_List_ID_886}","{2006-02-11T00:00|2006-12-06T00:00|2006-01-01T00:00}","2006-02-11T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_185|vga_games_json198|jpntop_127}","{Donkey Kong 64|Donkey Kong 64|Donkey Kong 64}","Donkey Kong 64",,
"Sales","1.0","Sales-{jpntop_216|vga_games_json3194}","{617658.0|670000.0}","643829.0",,
"Genre","0.6666666666666666","Genre-{jpntop_348|Game_List_ID_13953|Game_List_ID_25}","{ACT|Action|Action}","Action",,
"Genre","0.0","Genre-{Game_List_ID_54|jpntop_549}","{Racing|RCE}","RCE","false",
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_3044|vga_games_json3204|jpntop_489}","{2010-01-01T00:00|2011-11-14T00:00|2010-11-18T00:00}","2011-11-14T00:00",,
"Publisher","0.75","Publisher-{Game_List_ID_9798|vga_games_json7257|Game_List_ID_7913|vga_games_json7064|vga_games_json9872|jpntop_713|Game_List_ID_8174|jpntop_751}","{Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami|Konami Digital Entertainment|Konami}","Konami",,
"Genre","0.0","Genre-{Game_List_ID_723|jpntop_376}","{Role-Playing|RPG}","RPG",,
"GameTitle","0.0","GameTitle-{Game_List_ID_1172|Game_List_ID_111|jpntop_244|vga_games_json118}","{The Legend of Zelda: Twilight Princess|The Legend of Zelda: Twilight Princess|The Legend of Zelda: Twilight Princess|The Legend of Zelda: Twilight Princess}","The Legend of Zelda: Twilight Princess",,
"Genre","0.8","Genre-{Game_List_ID_157|Game_List_ID_38|jpntop_157|Game_List_ID_24|Game_List_ID_1644}","{Action|Action|ACT|Action|Action}","Action",,
"Genre","0.0","Genre-{Game_List_ID_3396|jpntop_942}","{Simulation|SLG}","Simulation",,
"Sales","0.0","Sales-{vga_games_json1271|jpntop_322}","{460000.0|441800.0}","450900.0",,
"Publisher","0.6666666666666666","Publisher-{jpntop_429|vga_games_json2235|Game_List_ID_2114}","{Bandai Namco Games|Namco Bandai|Namco Bandai Games}","Namco Bandai",,
"Sales","1.0","Sales-{vga_games_json56|vga_games_json2796|jpntop_34}","{2590000.0|780000.0|2568309.0}","1979436.3333333333","true","2630000.0"
"Sales","1.0","Sales-{jpntop_927|vga_games_json7840}","{187499.0|210000.0}","198749.5",,
"Sales","1.0","Sales-{jpntop_121}","{977901.0}","977901.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json8192|jpntop_908|Game_List_ID_7930}","{2013-11-21T00:00|2013-11-21T00:00|2013-01-01T00:00}","2013-11-21T00:00",,
"Sales","1.0","Sales-{jpntop_408|vga_games_json4416}","{372142.0|390000.0}","381071.0",,
"GameTitle","0.0","GameTitle-{vga_games_json1122|jpntop_64|Game_List_ID_1057}","{Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS|Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS|Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS}","Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS",,
"Publisher","0.8","Publisher-{Game_List_ID_157|Game_List_ID_38|jpntop_157|Game_List_ID_24|Game_List_ID_1644}","{Take-Two Interactive|Take-Two Interactive|Take-Two Interactive Japan|Take-Two Interactive|Take-Two Interactive}","Take-Two Interactive",,
"Publisher","1.0","Publisher-{Game_List_ID_1119|jpntop_283|vga_games_json1188}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_387}","{390916.0}","390916.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_3396|vga_games_json3564|jpntop_942}","{2007-01-01T00:00|2007-06-19T00:00|2007-02-22T00:00}","2007-02-22T00:00",,
"Sales","0.0","Sales-{vga_games_json2919|jpntop_400}","{540000.0|381420.0}","460710.0",,
"Sales","0.0","Sales-{vga_games_json1354|jpntop_335}","{440000.0|428858.0}","434429.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json5530|jpntop_975|Game_List_ID_5269}","{2011-08-04T00:00|2011-04-08T00:00|2011-01-01T00:00}","2011-04-08T00:00",,
"Publisher","1.0","Publisher-{Game_List_ID_2480|jpntop_428|vga_games_json2617}","{Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment}","Sony Computer Entertainment",,
"Sales","0.0","Sales-{vga_games_json88|jpntop_753}","{270000.0|228897.0}","249448.5",,
"GameTitle","0.0","GameTitle-{jpntop_550|vga_games_json13630|Game_List_ID_2746}","{PokePark 2: Wonders Beyond|PokePark 2: Wonders Beyond|PokePark 2: Wonders Beyond}","PokePark 2: Wonders Beyond",,
"Publisher","1.0","Publisher-{vga_games_json122|jpntop_152|Game_List_ID_114}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{Game_List_ID_3100|vga_games_json3260|jpntop_554}","{Freedom Wars|Freedom Wars|Freedom Wars}","Freedom Wars",,
"GameTitle","0.0","GameTitle-{vga_games_json221|jpntop_133|Game_List_ID_203}","{The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Phantom Hourglass|The Legend of Zelda: Phantom Hourglass}","The Legend of Zelda: Phantom Hourglass",,
"Sales","1.0","Sales-{vga_games_json6634|jpntop_644}","{270000.0|265264.0}","267632.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_7699|jpntop_879|vga_games_json7862}","{2016-01-01T00:00|2016-02-18T00:00|2016-02-18T00:00}","2016-02-18T00:00",,
"Genre","0.0","Genre-{Game_List_ID_6530|jpntop_839}","{Role-Playing|SPT}","SPT",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_2481|jpntop_232|Game_List_ID_3518}","{Role-Playing|RPG|Role-Playing}","Role-Playing",,
"Genre","0.0","Genre-{jpntop_437|Game_List_ID_1325}","{ADV|Action}","Action",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_52|vga_games_json197|Game_List_ID_183}","{2003-03-13T00:00|2003-11-18T00:00|2003-01-01T00:00}","2003-03-13T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_165|Game_List_ID_250|vga_games_json231}","{2013-11-21T00:00|2013-01-01T00:00|2013-11-22T00:00}","2013-11-22T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json1372|vga_games_json2273|jpntop_291|Game_List_ID_1287}","{2006-08-15T00:00|2006-08-15T00:00|2006-01-26T00:00|2006-01-01T00:00}","2006-08-15T00:00",,
"Publisher","1.0","Publisher-{Game_List_ID_3519|Game_List_ID_2295|jpntop_884|vga_games_json2405}","{Nintendo|Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_73|vga_games_json437}","{1446955.0|1450000.0}","1448477.5",,
"Sales","1.0","Sales-{vga_games_json3258|vga_games_json10235|jpntop_347}","{420000.0|120000.0|420518.0}","320172.6666666667",,
"Publisher","1.0","Publisher-{vga_games_json6287|jpntop_567}","{Sega|Sega}","Sega",,
"GameTitle","0.0","GameTitle-{vga_games_json4278|jpntop_924|Game_List_ID_4059}","{Grandia III|Grandia III|Grandia III}","Grandia III",,
"Sales","1.0","Sales-{jpntop_585|vga_games_json1191}","{280940.0|290000.0}","285470.0",,
"GameTitle","0.0","GameTitle-{vga_games_json81|jpntop_58}","{Mario Kart 8 Deluxe|Mario Kart 8 Deluxe}","Mario Kart 8 Deluxe",,
"Sales","0.75","Sales-{vga_games_json12095|vga_games_json7427|jpntop_721|vga_games_json12399}","{80000.0|230000.0|239271.0|70000.0}","154817.75",,
"Genre","0.0","Genre-{Game_List_ID_875|jpntop_357}","{Sports|SPT}","SPT",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_6086|vga_games_json6382|jpntop_559}","{2013-01-01T00:00|2013-02-28T00:00|2013-02-28T00:00}","2013-02-28T00:00",,
"Publisher","1.0","Publisher-{vga_games_json2367|jpntop_688|Game_List_ID_2249}","{Square Enix|Square Enix|Square Enix}","Square Enix",,
"GameTitle","0.0","GameTitle-{vga_games_json750|Game_List_ID_691|jpntop_105|Game_List_ID_1722|Game_List_ID_12245|Game_List_ID_15413}","{Mario Tennis|Mario Tennis|Mario Tennis|Mario Tennis|Mario Tennis|Mario Tennis}","Mario Tennis",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2481|jpntop_232|Game_List_ID_3518|vga_games_json3711}","{2011-01-01T00:00|2005-12-15T00:00|2005-01-01T00:00|2006-10-10T00:00}","2005-12-15T00:00",,
"Genre","0.0","Genre-{Game_List_ID_2796|jpntop_400}","{Simulation|ETC}","Simulation",,
"Publisher","1.0","Publisher-{jpntop_230|Game_List_ID_714|vga_games_json774}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Publisher","1.0","Publisher-{vga_games_json88|vga_games_json1498|Game_List_ID_1442|Game_List_ID_259|jpntop_753|Game_List_ID_103}","{Bethesda Softworks|Bethesda Softworks|Bethesda Softworks|Bethesda Softworks|Bethesda Softworks|Bethesda Softworks}","Bethesda Softworks",,
"GameTitle","0.0","GameTitle-{jpntop_692|vga_games_json1311|Game_List_ID_1240}","{Resident Evil: The Umbrella Chronicles|Resident Evil: The Umbrella Chronicles|Resident Evil: The Umbrella Chronicles}","Resident Evil: The Umbrella Chronicles",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_11817|Game_List_ID_938|jpntop_178}","{Action|Action|ACT}","Action",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_3331|jpntop_542|Game_List_ID_4868}","{Action|SPT|Action}","Action",,
"Publisher","1.0","Publisher-{jpntop_619|Game_List_ID_3533|vga_games_json3634}","{Square Enix|Square Enix|Square Enix}","Square Enix",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_780|vga_games_json7334}","{2017-07-12T00:00|2017-12-07T00:00}","2017-07-12T00:00",,
"Publisher","1.0","Publisher-{Game_List_ID_2184|vga_games_json2323|jpntop_233}","{Sega|Sega|Sega}","Sega",,
"Publisher","1.0","Publisher-{Game_List_ID_4285|jpntop_883|vga_games_json4516}","{Capcom|Capcom|Capcom}","Capcom",,
"Sales","0.0","Sales-{vga_games_json4038|jpntop_412}","{520000.0|370618.0}","445309.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json7476|Game_List_ID_7218|jpntop_972}","{2008-11-28T00:00|2008-01-01T00:00|2008-11-27T00:00}","2008-11-28T00:00",,
"Genre","0.0","Genre-{jpntop_908|Game_List_ID_7930}","{ACT|Misc}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_54|jpntop_549|vga_games_json536}","{1997-01-01T00:00|2009-01-10T00:00|2009-10-01T00:00}","2009-01-10T00:00","false","1997-12-23T00:00"
"GameTitle","0.0","GameTitle-{Game_List_ID_177|jpntop_55|Game_List_ID_766|vga_games_json190}","{Final Fantasy XIII|Final Fantasy XIII|Final Fantasy XIII|Final Fantasy XIII}","Final Fantasy XIII",,
"Genre","0.0","Genre-{Game_List_ID_2740|jpntop_676}","{Puzzle|ADV}","Puzzle",,
"Genre","0.0","Genre-{jpntop_949|Game_List_ID_9530}","{RPG|Role-Playing}","RPG",,
"Sales","0.0","Sales-{jpntop_460|vga_games_json8108}","{340259.0|200000.0}","270129.5",,
"Publisher","1.0","Publisher-{vga_games_json3076|Game_List_ID_2919|jpntop_534}","{Capcom|Capcom|Capcom}","Capcom",,
"Sales","1.0","Sales-{jpntop_163|vga_games_json206|vga_games_json205}","{758553.0|830000.0|830000.0}","806184.3333333334",,
"GameTitle","0.0","GameTitle-{Game_List_ID_6297|Game_List_ID_3939|vga_games_json4140|jpntop_541}","{Dynasty Warriors|Dynasty Warriors|Dynasty Warriors|Dynasty Warriors}","Dynasty Warriors",,
"Sales","1.0","Sales-{jpntop_748}","{231834.0}","231834.0",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_3358|Game_List_ID_8811|jpntop_499}","{Action|Action|ACT}","Action",,
"GameTitle","0.0","GameTitle-{Game_List_ID_1726|jpntop_150}","{One Piece: Pirate Warriors|One Piece: Pirate Warriors}","One Piece: Pirate Warriors",,
"Sales","0.6666666666666666","Sales-{jpntop_397|vga_games_json1993|jpntop_504}","{381990.0|310000.0|316253.0}","336081.0",,
"Sales","1.0","Sales-{vga_games_json3076|jpntop_534}","{300000.0|301535.0}","300767.5",,
"Sales","1.0","Sales-{jpntop_175|vga_games_json2476}","{721246.0|770000.0}","745623.0",,
"Publisher","1.0","Publisher-{vga_games_json99|jpntop_93}","{Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{Game_List_ID_5320|jpntop_725|Game_List_ID_8180}","{Toukiden: The Age of Demons|Toukiden: The Age of Demons|Toukiden: The Age of Demons}","Toukiden: The Age of Demons",,
"Genre","0.0","Genre-{jpntop_78|Game_List_ID_106}","{RCE|Racing}","RCE",,
"Sales","1.0","Sales-{vga_games_json253|jpntop_65}","{1560000.0|1602993.0}","1581496.5",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_5453|Game_List_ID_4035|vga_games_json4253|vga_games_json5729|jpntop_624|jpntop_511|Game_List_ID_7802}","{2008-01-01T00:00|2008-01-01T00:00|2009-04-21T00:00|2009-04-21T00:00|2008-12-18T00:00|2008-12-18T00:00|2008-01-01T00:00}","2008-01-01T00:00",,
"Genre","0.0","Genre-{jpntop_916|Game_List_ID_3537}","{ETC|Misc}","ETC",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json2994|jpntop_206|Game_List_ID_2845}","{2011-03-15T00:00|2010-04-02T00:00|2010-01-01T00:00}","2011-03-15T00:00",,
"Genre","1.0","Genre-{jpntop_18}","{ETC}","ETC",,
"GameTitle","0.0","GameTitle-{vga_games_json4044|jpntop_832|Game_List_ID_3855}","{Tales of Symphonia: Dawn of the New World|Tales of Symphonia: Dawn of the New World|Tales of Symphonia: Dawn of the New World}","Tales of Symphonia: Dawn of the New World",,
"Sales","1.0","Sales-{jpntop_816|vga_games_json3924}","{213208.0|220000.0}","216604.0",,
"Publisher","1.0","Publisher-{jpntop_969|vga_games_json7972}","{Sega|Sega}","Sega",,
"GameTitle","0.0","GameTitle-{Game_List_ID_1617|jpntop_199|vga_games_json1722}","{Ridge Racer V|Ridge Racer V|Ridge Racer V}","Ridge Racer V",,
"Publisher","1.0","Publisher-{Game_List_ID_8062|jpntop_922|vga_games_json8440}","{Jaleco|Jaleco|Jaleco}","Jaleco",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2480|jpntop_428|vga_games_json2617}","{Rogue Galaxy|Rogue Galaxy|Rogue Galaxy}","Rogue Galaxy",,
"Sales","1.0","Sales-{jpntop_170}","{737174.0}","737174.0",,
"Genre","0.8333333333333334","Genre-{Game_List_ID_6079|Game_List_ID_9145|Game_List_ID_1563|jpntop_673|Game_List_ID_3427|Game_List_ID_16754}","{Action|Action|Action|ADV|Action|Action}","Action",,
"Publisher","1.0","Publisher-{Game_List_ID_180|Game_List_ID_392|Game_List_ID_3776|jpntop_569|vga_games_json115|vga_games_json2869}","{Electronic Arts|Electronic Arts|Electronic Arts|Electronic Arts|Electronic Arts|Electronic Arts}","Electronic Arts",,
